ID	Disease	Item Type	Item Barcode	Item UUID	Classification	Category	Annotator	Date Created	Annotation
28655	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.gene.quantification.txt'.	
28656	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
28637	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
28626	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
28615	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
28588	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.exon.quantification.txt'.	
28589	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.gene.quantification.txt'.	
28590	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.spljxn.quantification.txt'.	
28575	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/08/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.13.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
28552	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
28553	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
28522	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.exon.quantification.txt'.	
28523	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.gene.quantification.txt'.	
28524	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
28505	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
28494	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
28483	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
28456	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.exon.quantification.txt'.	
28457	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.gene.quantification.txt'.	
28458	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.spljxn.quantification.txt'.	
28443	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	07/04/2015	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.12.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
23814	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
23815	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
23786	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
23784	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.exon.quantification.txt'.	
23785	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.gene.quantification.txt'.	
23767	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
23756	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
23745	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
23718	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.exon.quantification.txt'.	
23719	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.gene.quantification.txt'.	
23720	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.spljxn.quantification.txt'.	
23705	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	11/26/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.11.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
23274	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
23273	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
23243	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.exon.quantification.txt'.	
23244	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.gene.quantification.txt'.	
23245	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
23226	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
23215	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
23204	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
23177	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.exon.quantification.txt'.	
23178	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.gene.quantification.txt'.	
23179	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.spljxn.quantification.txt'.	
23164	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	TCGA-uuid	CenterNotification	Item flagged DNU	DCC	10/22/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.10.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
22086	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
22087	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.indel.vcf'.	
22056	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.exon.quantification.txt'.	
22057	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.gene.quantification.txt'.	
22058	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.v2.spljxn.quantification.txt'.	
22039	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.2.0.snv.vcf'.	
22028	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.fa'.	
22017	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.1.0.sv.vcf'.	
21990	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.exon.quantification.txt'.	
21991	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.gene.quantification.txt'.	
21992	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'TCGA-CD-8527-01A-11R-2343-13.spljxn.quantification.txt'.	
21977	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	09/05/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.9.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.1.0.0.indel.vcf'.	
21853	STAD	Aliquot	TCGA-CD-8527-01A-11R-2343-13	0f16f1f6-a243-451a-a915-1db1f5ceae02	CenterNotification	Item flagged DNU	DCC	08/13/2014	SDRF in bcgsc.ca_STAD.IlluminaHiSeq_RNASeq.mage-tab.1.8.0 flagged aliquot to be excluded for analysis based on file 'bcgsc.ca.TCGA-CD-8527-01A-11R-2343-13.bcgsc.ca.v2.snv.vcf'.	
